grid_id,x_utm,y_utm,longitude,latitude,elevation_m,slope_deg,low_lying_score,soil_clay_0_5cm,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_police_m,dist_to_fire_station_m
CHN_G0513,406250.0,1426750.0,80.135836,12.904657,26.65,9.88,0.505,338.0,0.05,0.0,0.95,10,6363.5,4994.1,6419.5,584.0,11131.5,44735.3,0.0,167,24056.1,853.7,1,2023.8,4317.9
CHN_G0514,406750.0,1426750.0,80.140444,12.904672,19.84,3.79,0.845,216.0,0.375,0.0,0.567,50,5866.8,5437.6,6086.3,91.3,10632.6,45060.6,0.0,389,34102.4,535.4,2,2098.6,4372.9
CHN_G0515,407250.0,1426750.0,80.145053,12.904687,25.96,2.78,0.393,219.0,0.916,0.0,0.084,50,5370.7,5890.0,5777.3,337.6,10133.8,45389.1,0.0,339,26644.9,587.1,2,2283.0,4483.4
CHN_G0516,407750.0,1426750.0,80.149661,12.904702,24.47,1.1,0.392,214.0,0.941,0.0,0.057,50,4875.4,6282.8,5496.4,750.2,9635.2,45720.7,0.0,52,2432.2,861.9,6,2553.5,4645.3
CHN_G0517,408250.0,1426750.0,80.15427,12.904717,23.83,3.45,0.353,215.0,0.694,0.0,0.305,50,4381.2,6472.9,5248.2,749.6,9136.7,46055.3,0.0,6,1163.7,426.5,7,2886.0,4853.6
CHN_G0518,408750.0,1426750.0,80.158878,12.904732,25.01,1.98,0.196,84.0,0.781,0.0,0.219,50,3888.4,6695.0,5037.5,760.0,8638.3,46393.0,0.0,0,0.0,347.8,8,2664.0,5102.5
CHN_G0519,409250.0,1426750.0,80.163487,12.904747,19.5,2.57,0.427,323.0,0.679,0.042,0.273,50,3397.8,6946.1,4868.0,260.3,8140.2,46733.5,0.0,0,0.0,673.2,6,2192.3,5386.5
CHN_G0520,409750.0,1426750.0,80.168096,12.904761,18.05,2.46,0.417,323.0,0.49,0.004,0.487,50,2910.3,6512.1,4536.0,113.5,7642.3,47076.9,0.0,3,672.1,1122.0,0,1736.4,5700.2
CHN_G0521,410250.0,1426750.0,80.172704,12.904776,10.34,0.55,0.789,314.0,0.118,0.0,0.874,40,2427.9,6050.7,4051.4,430.8,7144.8,47423.1,0.0,89,15374.2,1340.6,0,1313.2,6039.1
CHN_G0522,410750.0,1426750.0,80.177313,12.90479,9.01,0.28,0.804,308.0,0.003,0.0,0.996,40,1954.4,5596.0,3570.5,336.5,6647.5,47772.0,0.0,266,36019.5,1163.0,0,966.2,6399.2
CHN_G0523,411250.0,1426750.0,80.181921,12.904805,7.73,0.45,0.859,314.0,0.288,0.0,0.694,40,1498.3,5149.6,3091.2,155.2,6150.8,48123.5,0.0,297,22414.7,1045.9,0,801.7,6777.0
CHN_G0524,411750.0,1426750.0,80.18653,12.904819,9.29,0.28,0.716,326.0,0.393,0.0,0.6,50,1081.6,4714.1,2613.3,36.3,5654.6,48477.7,0.0,459,43182.9,1050.4,0,923.0,7169.8
CHN_G0525,412250.0,1426750.0,80.191138,12.904834,13.26,0.64,0.396,13.0,0.896,0.0,0.093,50,741.7,4292.6,2137.5,530.0,5159.1,48783.1,0.0,347,25022.8,840.6,5,1249.5,7575.3
CHN_G0526,412750.0,1426750.0,80.195747,12.904848,12.75,1.27,0.334,192.0,0.979,0.0,0.019,50,609.7,3889.7,1672.2,1029.6,4664.6,49090.8,0.0,145,17606.0,665.0,4,1388.2,7991.4
CHN_G0527,413250.0,1426750.0,80.200356,12.904862,8.75,1.15,0.495,192.0,0.66,0.003,0.337,50,607.5,3511.9,1225.5,1205.7,4170.8,49401.6,0.0,72,20629.6,339.2,5,1498.3,8416.7
CHN_G0528,413750.0,1426750.0,80.204964,12.904876,2.48,0.77,0.779,318.0,0.557,0.0,0.436,50,843.3,3168.2,835.3,1310.4,3677.0,49715.4,0.0,105,38441.1,279.8,4,1750.1,8331.5
CHN_G0529,414250.0,1426750.0,80.209573,12.90489,3.04,0.41,0.656,314.0,0.314,0.0,0.66,30,1202.8,2870.7,371.5,1369.3,3183.7,50032.3,0.0,1,490.7,278.5,5,2034.0,8196.4
CHN_G0530,414750.0,1426750.0,80.214181,12.904904,4.24,0.28,0.545,103.0,0.308,0.122,0.512,50,1173.3,2593.4,127.4,1486.6,2692.6,50352.2,0.0,3,526.0,288.5,2,1561.2,8089.9
CHN_G0531,415250.0,1426750.0,80.21879,12.904918,3.85,0.23,0.602,319.0,0.741,0.024,0.16,50,887.5,2361.2,603.2,1744.9,2202.4,50675.0,0.0,18,3120.5,221.0,1,1097.1,8013.3
CHN_G0532,415750.0,1426750.0,80.223399,12.904931,3.86,1.48,0.617,131.0,0.624,0.011,0.363,50,803.0,2070.6,1077.3,2092.7,1712.2,51000.6,0.0,12,2150.4,700.5,4,673.9,7967.4
CHN_G0533,416250.0,1426750.0,80.228007,12.904945,7.34,1.28,0.408,131.0,0.766,0.0,0.204,50,323.5,1841.2,1552.9,2492.8,1222.1,51329.1,0.0,113,38308.3,421.4,5,452.2,7952.8
CHN_G0534,416750.0,1426750.0,80.232616,12.904959,9.38,0.83,0.29,78.0,0.874,0.006,0.119,50,118.3,1701.1,1944.0,2923.9,731.9,51660.3,3712.4,215,32866.1,322.9,6,674.5,7969.5
CHN_G0535,417250.0,1426750.0,80.237224,12.904972,1.27,0.56,0.821,78.0,0.284,0.022,0.473,50,330.1,1677.1,2335.1,3374.0,241.7,51994.2,14.0,4,612.4,591.9,1,1097.9,8017.4
CHN_G0536,417750.0,1426750.0,80.241833,12.904985,1.86,0.79,0.798,234.0,0.25,0.052,0.642,30,756.5,1779.3,2724.7,3836.5,248.5,52330.7,0.0,0,0.0,1047.1,0,1567.1,8096.0
CHN_G0537,418250.0,1426750.0,80.246442,12.904999,3.38,1.24,0.623,130.0,0.25,0.0,0.748,10,1239.2,1993.6,3142.6,4307.4,739.1,52669.8,0.0,182,25325.0,826.8,1,2050.9,8204.4
CHN_G0538,418750.0,1426750.0,80.25105,12.905012,14.09,0.85,0.0,130.0,0.378,0.0,0.601,10,1610.6,2173.9,3581.6,4784.2,1230.2,53011.5,0.0,134,27569.8,810.0,1,2541.0,8341.4
CHN_G0539,419250.0,1426750.0,80.255659,12.905025,0.0,0.0,0.756,175.0,0.083,0.564,0.309,80,1673.9,2418.2,4034.9,5228.8,1721.3,53355.4,0.0,0,0.0,1062.3,0,3034.3,8505.6
CHN_G0540,419750.0,1426750.0,80.260268,12.905038,0.0,0.0,0.73,175.0,0.0,1.0,0.0,80,1744.1,2733.0,4498.0,5564.7,2212.5,53701.5,0.0,0,0.0,1449.5,0,3529.5,8695.5
CHN_G0541,420250.0,1426750.0,80.264876,12.905051,0.0,0.0,0.648,175.0,0.0,1.0,0.0,80,1940.8,3097.0,4968.3,5923.8,2703.6,54040.8,0.0,0,0.0,1890.3,0,4025.9,8909.4
CHN_G0542,420750.0,1426750.0,80.269485,12.905064,0.0,0.0,0.585,175.0,0.0,1.0,0.0,80,2206.5,3494.7,5443.9,6301.9,3194.8,54382.5,0.0,0,0.0,2355.0,0,4523.1,9145.7
CHN_G0543,421250.0,1426750.0,80.274094,12.905077,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,2543.7,3915.9,5923.6,6695.7,3685.9,54726.7,0.0,0,0.0,2831.7,0,5020.9,9402.7
CHN_G0544,421750.0,1426750.0,80.278702,12.90509,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,2927.8,4353.9,6406.3,7102.9,4177.1,55073.2,0.0,0,0.0,3315.2,0,5519.0,9678.7
CHN_G0545,422250.0,1426750.0,80.283311,12.905102,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,3342.8,4804.0,6891.5,7521.3,4667.4,55422.1,0.0,0,0.0,3803.1,0,6017.5,9972.2
CHN_G0546,422750.0,1426750.0,80.28792,12.905115,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,3778.3,5263.1,7378.7,7949.1,5149.6,55773.3,0.0,0,0.0,4293.7,0,6516.2,10281.6
CHN_G0547,402250.0,1427250.0,80.098952,12.909053,27.6,2.51,0.699,216.0,0.624,0.001,0.374,50,10326.9,1918.8,9384.4,2129.7,15157.4,41853.3,0.0,0,0.0,1865.3,0,2359.0,5362.4
CHN_G0548,402750.0,1427250.0,80.10356,12.909069,24.63,2.2,0.915,335.0,0.94,0.0,0.06,50,9827.0,2098.8,8939.2,2141.3,14659.1,42153.4,0.0,0,0.0,1716.3,0,2072.6,5023.3
CHN_G0549,403250.0,1427250.0,80.108169,12.909085,23.28,0.98,1.0,335.0,0.649,0.0,0.314,50,9327.1,2351.7,8500.1,1987.5,14161.0,42457.3,0.0,0,0.0,1706.4,0,1877.8,4712.9
CHN_G0550,403750.0,1427250.0,80.112777,12.9091,26.03,0.13,0.744,337.0,0.21,0.0,0.786,30,8827.2,2675.1,8068.0,1505.3,13662.9,42764.9,0.0,0,0.0,1644.7,0,1804.7,4437.4
CHN_G0551,404250.0,1427250.0,80.117386,12.909116,28.11,0.8,0.653,305.0,0.538,0.0,0.45,50,8327.4,3046.6,7644.3,1039.7,13165.0,43076.1,0.0,0,0.0,1275.8,0,1867.5,4203.4
CHN_G0552,404750.0,1427250.0,80.121995,12.909131,29.47,0.52,0.564,34.0,0.616,0.0,0.384,50,7827.5,3450.7,7230.3,627.6,12667.2,43390.8,0.0,0,0.0,903.3,1,2053.8,4018.3
CHN_G0553,405250.0,1427250.0,80.126603,12.909147,37.35,2.78,0.057,334.0,0.333,0.0,0.648,10,7327.7,3877.2,6827.8,404.3,12169.7,43709.0,0.0,0,0.0,710.0,1,1790.6,3889.1
CHN_G0554,405750.0,1427250.0,80.131212,12.909162,30.74,2.17,0.421,338.0,0.33,0.0,0.67,10,6827.9,4319.5,6439.0,495.5,11672.3,44030.5,0.0,0,0.0,832.0,1,1585.7,3821.5
CHN_G0555,406250.0,1427250.0,80.13582,12.909178,27.04,7.64,0.58,331.0,0.252,0.0,0.714,10,6328.1,4773.3,6066.4,793.5,11175.2,44355.4,0.0,0,0.0,907.2,1,1524.1,3818.7
CHN_G0556,406750.0,1427250.0,80.140429,12.909193,21.77,1.63,0.81,221.0,0.823,0.0,0.156,50,5828.4,5235.4,5712.7,544.9,10678.4,44683.5,0.0,0,0.0,449.2,1,1622.1,3880.8
CHN_G0557,407250.0,1427250.0,80.145038,12.909208,31.19,1.65,0.158,221.0,0.961,0.0,0.035,50,5328.7,5648.5,5382.2,672.6,10181.9,45014.7,0.0,0,0.0,283.8,1,1854.5,4004.9
CHN_G0558,407750.0,1427250.0,80.149646,12.909223,25.73,0.92,0.406,204.0,0.67,0.0,0.33,50,4829.1,5816.3,5079.5,1040.7,9685.7,45349.1,0.0,0,0.0,677.7,9,2178.9,4185.4
CHN_G0559,408250.0,1427250.0,80.154255,12.909238,23.42,0.91,0.475,99.0,0.712,0.0,0.275,50,4329.6,6021.1,4809.8,1248.3,9189.9,45686.4,0.0,0,0.0,265.6,10,2560.4,4415.4
CHN_G0560,408750.0,1427250.0,80.158863,12.909253,22.42,1.58,0.451,99.0,0.89,0.0,0.11,50,3830.2,6259.3,4579.1,918.4,8694.6,46026.8,0.0,0,0.0,193.9,10,2854.4,4687.7
CHN_G0561,409250.0,1427250.0,80.163472,12.909267,14.39,3.58,0.845,286.0,0.386,0.31,0.26,50,3331.0,6527.1,4392.6,571.1,8199.9,46370.0,0.0,1,31.5,434.1,7,2420.1,4995.3
CHN_G0562,409750.0,1427250.0,80.168081,12.909282,14.49,3.01,0.743,286.0,0.087,0.314,0.521,10,2832.0,6343.4,4241.9,335.8,7705.9,46716.1,0.0,1,69.4,821.5,2,2016.4,5332.1
CHN_G0563,410250.0,1427250.0,80.172689,12.909297,10.68,0.44,0.881,331.0,0.11,0.041,0.763,40,2333.5,5868.8,4112.8,166.1,7212.1,47064.9,0.0,420,26246.1,949.1,2,1665.9,5692.9
CHN_G0564,410750.0,1427250.0,80.177298,12.909311,11.5,2.68,0.776,317.0,0.278,0.0,0.72,40,1835.8,5398.7,3718.6,39.3,6718.3,47416.4,0.0,268,20881.1,675.3,3,1408.7,6073.5
CHN_G0565,411250.0,1427250.0,80.181907,12.909326,8.9,0.34,0.912,315.0,0.384,0.0,0.583,40,1339.9,4934.6,3248.9,281.5,6225.0,47770.6,0.0,63,34698.0,547.0,3,1301.3,6470.4
CHN_G0566,411750.0,1427250.0,80.186515,12.90934,9.46,1.08,0.829,208.0,0.356,0.0,0.59,50,848.8,4478.2,2789.8,456.7,5732.8,48081.8,0.0,52,20057.0,697.1,17,1286.3,6880.7
CHN_G0567,412250.0,1427250.0,80.191124,12.909354,15.15,0.85,0.394,13.0,0.705,0.0,0.288,50,381.3,4032.1,2341.9,708.5,5242.1,48388.7,0.0,13,3059.1,359.1,22,986.2,7302.3
CHN_G0568,412750.0,1427250.0,80.195732,12.909369,15.24,1.8,0.29,13.0,0.967,0.0,0.033,50,140.0,3600.2,1901.1,1131.9,4751.9,48698.8,6319.1,0,0.0,191.4,20,889.1,7733.1
CHN_G0569,413250.0,1427250.0,80.200341,12.909383,11.29,1.84,0.435,5.0,0.768,0.0,0.214,50,148.0,3188.2,1402.2,1600.1,4261.8,49012.1,2414.1,102,13094.8,349.2,8,1052.8,8027.8
CHN_G0570,413750.0,1427250.0,80.20495,12.909397,2.96,0.9,0.813,154.0,0.41,0.001,0.58,50,521.2,2805.1,903.3,1790.1,3771.6,49328.5,0.0,337,55179.1,335.9,4,1388.0,7855.7
CHN_G0571,414250.0,1427250.0,80.209559,12.909411,1.73,0.66,0.773,311.0,0.101,0.005,0.87,30,1003.6,2464.2,404.4,1868.6,3281.4,49647.8,0.0,72,21772.6,450.9,4,1801.2,7712.2
CHN_G0572,414750.0,1427250.0,80.214167,12.909425,2.05,0.72,0.686,311.0,0.052,0.339,0.516,80,1497.6,2184.1,68.0,1956.2,2791.2,49970.2,0.0,2,149.2,617.9,2,1776.4,7599.0
CHN_G0573,415250.0,1427250.0,80.218776,12.909439,1.48,0.37,0.724,259.0,0.318,0.289,0.302,50,1143.5,1908.5,459.1,2159.0,2301.0,50295.4,0.0,70,9647.5,589.4,1,1380.5,7517.4
CHN_G0574,415750.0,1427250.0,80.223385,12.909452,5.92,3.5,0.465,259.0,0.694,0.0,0.269,50,657.9,1664.9,850.3,2448.7,1810.4,50623.5,0.0,48,5693.1,548.9,3,1075.3,7468.4
CHN_G0575,416250.0,1427250.0,80.227993,12.909466,6.34,2.24,0.44,99.0,0.744,0.004,0.221,50,241.1,1387.3,1241.4,2798.4,1319.2,50954.4,1839.6,31,3099.9,164.8,5,952.2,7452.8
CHN_G0576,416750.0,1427250.0,80.232602,12.90948,6.33,3.79,0.442,63.0,0.73,0.043,0.201,50,6.8,1211.5,1632.5,3188.4,828.1,51288.0,7903.8,291,26382.1,461.9,4,1075.7,7470.6
CHN_G0577,417250.0,1427250.0,80.237211,12.909493,1.21,0.8,0.797,78.0,0.19,0.006,0.743,30,404.9,1179.6,2029.1,3605.6,336.9,51624.3,0.0,424,46345.4,713.3,4,1381.2,7521.8
CHN_G0578,417750.0,1427250.0,80.241819,12.909506,1.59,0.77,0.802,230.0,0.0,0.016,0.862,30,862.0,1314.4,2463.6,4041.7,154.2,51963.2,0.0,275,36826.2,826.0,1,1777.1,7605.5
CHN_G0579,418250.0,1427250.0,80.246428,12.90952,7.03,1.9,0.407,134.0,0.054,0.0,0.944,10,1286.5,1537.1,2919.2,4491.1,645.4,52304.7,0.0,370,37447.8,393.4,1,2215.5,7720.7
CHN_G0580,418750.0,1427250.0,80.251037,12.909533,7.73,3.28,0.319,100.0,0.477,0.0,0.511,50,1279.8,1727.6,3387.3,4950.2,1136.5,52648.5,0.0,291,19737.5,356.7,1,2675.6,7866.1
CHN_G0581,419250.0,1427250.0,80.255646,12.909546,3.26,4.85,0.566,175.0,0.165,0.445,0.35,80,1173.9,2026.4,3863.4,5416.6,1627.7,52994.7,0.0,18,2508.0,774.4,1,3147.9,8040.1
CHN_G0582,419750.0,1427250.0,80.260254,12.909559,0.0,0.0,0.739,175.0,0.0,1.0,0.0,80,1272.0,2393.3,4344.8,5888.5,2118.8,53334.1,0.0,113,33175.4,1253.8,0,3627.7,8240.7
CHN_G0583,420250.0,1427250.0,80.264863,12.909572,0.0,0.0,0.662,175.0,0.0,1.0,0.0,80,1507.6,2801.7,4830.1,6271.8,2608.3,53675.7,0.0,48,29072.8,1744.9,0,4112.2,8466.1
CHN_G0584,420750.0,1427250.0,80.269472,12.909585,0.0,0.0,0.589,175.0,0.0,1.0,0.0,80,1837.0,3235.9,5318.1,6630.3,3088.2,54019.7,0.0,52,28544.4,2239.9,0,4600.1,8714.5
CHN_G0585,421250.0,1427250.0,80.274081,12.909598,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,2230.8,3686.9,5808.1,7005.9,3573.7,54366.2,0.0,15,5133.3,2736.7,0,5090.3,8983.8
CHN_G0586,421750.0,1427250.0,80.278689,12.909611,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,2660.5,4149.1,6299.7,7396.1,4062.7,54715.0,0.0,11,2671.3,3234.5,0,5582.3,9272.3
CHN_G0587,422250.0,1427250.0,80.283298,12.909623,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,3111.3,4619.1,6792.5,7798.8,4554.0,55066.2,0.0,65,31638.7,3732.9,0,6075.5,9578.2
CHN_G0588,422750.0,1427250.0,80.287907,12.909636,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,3575.2,5094.9,7286.3,8212.2,5047.1,55419.6,0.0,127,52807.2,4231.6,0,6545.8,9899.9
CHN_G0589,402250.0,1427750.0,80.098936,12.913574,19.78,5.07,0.881,216.0,0.821,0.0,0.178,50,10329.3,1456.7,9173.3,1740.4,15206.1,41453.0,0.0,158,41946.3,1427.2,0,2002.6,5019.3
CHN_G0590,402750.0,1427750.0,80.103544,12.91359,21.34,2.45,0.866,228.0,0.655,0.0,0.343,50,9829.6,1657.6,8717.3,2117.3,14709.4,41756.0,0.0,291,44727.4,1226.0,0,1655.6,4655.3
CHN_G0591,403250.0,1427750.0,80.108153,12.913605,25.84,1.17,0.687,228.0,0.556,0.0,0.416,50,9329.8,1968.0,8266.4,1934.5,14213.0,42062.8,0.0,37,13401.6,1212.1,0,1404.1,4318.6
CHN_G0592,403750.0,1427750.0,80.112762,12.913621,22.5,0.03,0.959,336.0,0.203,0.003,0.701,40,8830.1,2344.9,7821.5,1434.7,13716.8,42373.2,0.0,130,22543.8,1146.5,0,1304.7,4016.0
CHN_G0593,404250.0,1427750.0,80.11737,12.913637,30.65,1.42,0.544,342.0,0.106,0.0,0.894,10,8330.4,2761.2,7383.6,934.9,13220.9,42687.3,0.0,102,18842.9,1016.7,0,1390.3,3755.9
CHN_G0594,404750.0,1427750.0,80.121979,12.913652,34.36,2.77,0.341,347.0,0.224,0.0,0.776,10,7830.7,3201.5,6954.1,435.6,12725.4,43004.8,0.0,135,33333.8,598.9,2,1632.0,3547.6
CHN_G0595,405250.0,1427750.0,80.126587,12.913668,30.65,1.15,0.53,335.0,0.383,0.0,0.602,10,7331.1,3657.2,6534.6,60.7,12230.2,43325.9,0.0,8,1580.2,216.3,3,1390.4,3400.5
CHN_G0596,405750.0,1427750.0,80.131196,12.913683,25.0,0.01,0.841,155.0,0.186,0.052,0.408,90,6831.6,4123.2,6127.2,313.8,11735.4,43650.2,0.0,0,0.0,484.7,2,1114.3,3323.0
CHN_G0597,406250.0,1427750.0,80.135805,12.913698,22.94,0.41,0.897,335.0,0.154,0.0,0.835,40,6332.1,4596.4,5734.5,801.1,11241.1,43977.9,0.0,0,0.0,722.6,5,1024.6,3319.7
CHN_G0598,406750.0,1427750.0,80.140413,12.913714,25.47,1.59,0.661,136.0,0.653,0.0,0.322,50,5832.7,5033.5,5359.7,987.4,10747.2,44308.8,0.0,0,0.0,446.0,10,1165.4,3391.0
CHN_G0599,407250.0,1427750.0,80.145022,12.913729,32.03,5.04,0.176,85.0,0.772,0.0,0.221,50,5333.4,5173.1,5006.0,1118.3,10253.4,44642.8,0.0,0,0.0,278.7,12,1471.9,3532.3
CHN_G0600,407750.0,1427750.0,80.149631,12.913744,29.4,4.6,0.261,204.0,0.307,0.0,0.693,10,4834.3,5355.8,4679.0,1374.9,9759.6,44979.9,0.0,0,0.0,412.2,13,1864.0,3735.7
CHN_G0601,408250.0,1427750.0,80.15424,12.913759,27.34,5.61,0.318,99.0,0.784,0.0,0.214,50,4335.4,5577.6,4384.7,1618.4,9266.3,45320.1,0.0,0,0.0,96.1,11,2298.5,3991.7
CHN_G0602,408750.0,1427750.0,80.158848,12.913774,20.63,1.38,0.634,99.0,0.84,0.0,0.16,50,3836.8,5833.9,4130.3,1268.6,8773.8,45663.1,0.0,0,0.0,296.6,10,2755.2,4291.0
CHN_G0603,409250.0,1427750.0,80.163457,12.913788,12.86,2.01,1.0,256.0,0.271,0.179,0.513,10,3338.5,6120.4,3923.3,965.3,8282.2,46009.1,0.0,0,0.0,272.7,10,2721.7,4625.0
CHN_G0604,409750.0,1427750.0,80.168066,12.913803,14.38,0.97,0.854,136.0,0.392,0.057,0.528,50,2840.9,6210.5,3768.8,564.0,7791.6,46357.8,0.0,0,0.0,517.4,4,2369.9,4986.9
CHN_G0605,410250.0,1427750.0,80.172674,12.913818,18.34,1.88,0.534,54.0,0.715,0.0,0.285,50,2344.3,5724.9,3624.5,201.5,7301.4,46709.3,0.0,0,0.0,475.8,4,2079.9,5371.0
CHN_G0606,410750.0,1427750.0,80.177283,12.913832,17.95,3.69,0.502,285.0,0.959,0.0,0.041,50,1849.5,5241.9,3543.3,447.7,6811.3,47063.5,0.0,0,0.0,243.7,5,1880.2,5772.9
CHN_G0607,411250.0,1427750.0,80.181892,12.913847,12.62,3.0,0.799,285.0,0.702,0.0,0.295,50,1358.6,4762.5,3442.6,700.9,6321.1,47380.6,0.0,0,0.0,67.1,13,1483.3,6189.0
CHN_G0608,411750.0,1427750.0,80.186501,12.913861,15.37,1.77,0.591,23.0,0.897,0.0,0.101,50,878.0,4287.8,2949.1,934.2,5830.9,47686.8,0.0,0,0.0,384.3,30,1009.0,6616.8
CHN_G0609,412250.0,1427750.0,80.191109,12.913875,17.11,2.25,0.373,13.0,0.868,0.0,0.13,50,419.0,3819.5,2458.2,1105.9,5340.7,47996.3,0.0,0,0.0,91.7,31,579.7,7054.2
CHN_G0610,412750.0,1427750.0,80.195718,12.91389,19.81,2.56,0.108,149.0,0.944,0.0,0.053,50,15.7,3360.4,1971.8,1415.0,4850.5,48308.9,13872.1,0,0.0,141.6,26,392.4,7499.3
CHN_G0611,413250.0,1427750.0,80.200327,12.913904,5.5,0.21,0.856,149.0,0.481,0.0,0.424,50,125.7,2914.8,1494.5,1811.5,4359.8,48624.7,7763.6,0,0.0,519.2,21,687.0,7565.9
CHN_G0612,413750.0,1427750.0,80.204936,12.913918,4.04,0.61,0.809,314.0,0.175,0.0,0.815,10,540.2,2490.0,1038.7,2249.6,3868.6,48943.5,0.0,0,0.0,772.6,5,1135.7,7383.0
CHN_G0613,414250.0,1427750.0,80.209544,12.913932,1.57,0.1,0.825,320.0,0.0,0.0,0.999,30,887.6,2098.5,634.6,2368.2,3377.5,49265.4,0.0,0,0.0,910.5,1,1614.9,7230.2
CHN_G0614,414750.0,1427750.0,80.214153,12.913946,1.6,0.52,0.731,316.0,0.0,0.029,0.969,30,1275.6,1762.8,243.5,2437.9,2886.3,49590.2,0.0,0,0.0,1086.5,0,2087.5,7109.3
CHN_G0615,415250.0,1427750.0,80.218762,12.91396,1.21,0.95,0.725,310.0,0.462,0.027,0.476,50,900.7,1483.5,147.6,2603.5,2395.2,49917.9,0.0,0,0.0,1070.5,0,1763.0,7022.0
CHN_G0616,415750.0,1427750.0,80.223371,12.913973,2.41,0.55,0.652,314.0,0.358,0.0,0.515,50,553.7,1248.2,538.8,2848.3,1904.0,50248.5,0.0,0,0.0,623.1,3,1535.8,6969.5
CHN_G0617,416250.0,1427750.0,80.227979,12.913987,1.39,0.45,0.715,99.0,0.683,0.045,0.185,50,133.3,962.6,926.6,3154.0,1412.9,50581.8,4808.6,0,0.0,248.3,3,1452.2,6952.8
CHN_G0618,416750.0,1427750.0,80.232588,12.914001,9.81,0.96,0.216,63.0,0.825,0.012,0.156,50,33.2,728.0,1345.6,3504.6,921.8,50917.9,2930.2,38,3370.3,59.3,3,1536.1,6971.9
CHN_G0619,417250.0,1427750.0,80.237197,12.914014,1.89,0.87,0.735,234.0,0.138,0.0,0.83,30,218.7,685.8,1806.3,3888.1,430.6,51256.6,129.7,218,16272.9,545.9,2,1763.5,7026.7
CHN_G0620,417750.0,1427750.0,80.241806,12.914027,0.72,0.5,0.845,322.0,0.022,0.0,0.78,30,717.9,878.4,2283.6,4295.6,60.5,51597.9,0.0,30,2443.6,808.4,1,2088.1,7116.2
CHN_G0621,418250.0,1427750.0,80.246415,12.914041,2.07,1.48,0.71,230.0,0.21,0.014,0.745,30,786.5,1058.9,2768.9,4720.9,551.7,51941.6,0.0,0,0.0,354.9,1,2472.0,7239.3
CHN_G0622,418750.0,1427750.0,80.251023,12.914054,13.51,3.34,0.0,63.0,0.439,0.0,0.558,10,845.1,1320.2,3258.7,5159.6,1027.4,52287.7,0.0,19,1582.1,313.7,1,2891.6,7394.1
CHN_G0623,419250.0,1427750.0,80.255632,12.914067,8.29,7.04,0.27,63.0,0.296,0.301,0.32,80,673.9,1692.5,3751.1,5608.6,1513.1,52627.5,0.0,0,0.0,755.5,1,3333.4,7578.9
CHN_G0624,419750.0,1427750.0,80.260241,12.91408,0.0,0.0,0.743,175.0,0.0,1.0,0.0,80,822.9,2118.1,4245.4,6065.6,2005.9,52968.9,0.0,0,0.0,1242.3,0,3789.7,7791.4
CHN_G0625,420250.0,1427750.0,80.26485,12.914093,0.0,0.0,0.673,175.0,0.0,1.0,0.0,80,1130.9,2570.6,4740.8,6528.9,2501.5,53312.8,0.0,24,4650.8,1736.6,0,4255.9,8029.5
CHN_G0626,420750.0,1427750.0,80.269459,12.914106,0.0,0.0,0.594,175.0,0.0,1.0,0.0,80,1543.0,3038.1,5237.1,6919.9,2998.6,53659.2,0.0,106,14681.9,2233.4,0,4729.0,8290.9
CHN_G0627,421250.0,1427750.0,80.274067,12.914119,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,1995.7,3514.5,5734.0,7196.1,3489.8,54008.0,0.0,226,30825.3,2731.4,0,5109.5,8573.5
CHN_G0628,421750.0,1427750.0,80.278676,12.914132,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,2466.7,3996.7,6231.5,7495.6,3972.2,54359.1,0.0,405,50164.1,3230.0,0,5465.0,8875.4
CHN_G0629,422250.0,1427750.0,80.283285,12.914144,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,2947.2,4482.7,6729.3,7815.6,4457.0,54712.5,0.0,306,34601.6,3729.0,0,5841.6,9194.5
CHN_G0630,422750.0,1427750.0,80.287894,12.914157,0.0,0.0,0.582,175.0,0.0,1.0,0.0,80,3433.3,4971.6,7227.4,8153.7,4944.9,55068.3,0.0,500,46338.9,4228.2,0,6235.6,9529.2
CHN_G0631,402250.0,1428250.0,80.098919,12.918095,22.52,4.27,0.63,225.0,0.82,0.0,0.172,50,10185.9,982.1,8985.1,1422.1,15270.9,41054.9,0.0,161,25511.4,1001.7,0,1719.2,4704.4
