grid_id,x_utm,y_utm,longitude,latitude,elevation_m,slope_deg,low_lying_score,soil_clay_0_5cm,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_police_m,dist_to_fire_station_m
CHN_G0001,402250.0,1420750.0,80.099162,12.850282,33.57,0.69,0.695,304.0,0.0,0.0,1.0,10,12115.7,8318.0,11419.2,1072.6,14729.8,47229.9,0.0,0,0.0,4130.2,0,8442.4,10979.9
CHN_G0002,402750.0,1420750.0,80.103769,12.850298,35.24,1.89,0.597,297.0,0.0,0.0,0.998,10,11629.3,8374.5,10931.4,632.4,14229.9,47496.1,0.0,0,0.0,3649.8,0,8366.9,10818.4
CHN_G0003,403250.0,1420750.0,80.108377,12.850314,29.09,0.66,0.946,41.0,0.001,0.001,0.991,10,11144.0,8460.3,10444.7,135.9,13730.0,47766.0,0.0,0,0.0,3175.4,0,8320.8,10677.8
CHN_G0004,403750.0,1420750.0,80.112984,12.850329,21.49,11.73,1.0,309.0,0.027,0.171,0.67,30,10660.1,8574.4,9959.3,250.4,13230.1,48039.6,0.0,0,0.0,2710.3,0,8304.6,10559.1
CHN_G0005,404250.0,1420750.0,80.117592,12.850345,33.43,0.58,0.66,276.0,0.226,0.0,0.74,10,10177.8,8715.7,9475.4,728.1,12730.2,48316.9,0.0,0,0.0,2260.1,0,8254.6,10462.9
CHN_G0006,404750.0,1420750.0,80.122199,12.85036,34.41,2.44,0.533,272.0,0.101,0.0,0.899,10,9697.2,8883.0,8993.3,462.8,12230.2,48597.6,0.0,0,0.0,1835.9,0,8151.5,10389.9
CHN_G0007,405250.0,1420750.0,80.126807,12.850376,28.77,1.78,0.83,319.0,0.108,0.034,0.856,10,9218.6,9059.8,8513.2,221.1,11730.3,48881.9,0.0,0,0.0,1410.1,0,7970.2,10340.7
CHN_G0008,405750.0,1420750.0,80.131414,12.850391,24.26,0.35,1.0,320.0,0.016,0.0,0.984,10,8742.4,9257.7,8035.6,483.0,11230.4,49169.7,0.0,0,0.0,912.6,2,7598.2,10315.4
CHN_G0009,406250.0,1420750.0,80.136022,12.850406,23.66,1.09,0.919,327.0,0.104,0.0,0.896,10,8267.3,9477.9,7560.9,958.0,10730.5,49460.8,0.0,0,0.0,421.1,2,7241.7,10314.4
CHN_G0010,406750.0,1420750.0,80.140629,12.850421,29.3,2.83,0.388,150.0,0.696,0.0,0.301,50,7795.3,9718.9,7089.7,749.6,10230.6,49755.2,0.0,0,0.0,44.6,2,6903.0,10337.5
CHN_G0011,407250.0,1420750.0,80.145237,12.850436,24.18,3.56,0.533,324.0,0.181,0.0,0.797,10,7327.0,9979.1,6622.6,801.7,9730.7,50052.9,0.0,0,0.0,531.7,2,6584.9,10384.7
CHN_G0012,407750.0,1420750.0,80.149844,12.850451,20.76,0.75,0.618,314.0,0.049,0.0,0.95,40,6861.1,10257.1,6160.8,1103.9,9230.8,50353.8,0.0,0,0.0,1031.2,0,6290.5,10455.7
CHN_G0013,408250.0,1420750.0,80.154452,12.850466,17.84,0.73,0.652,294.0,0.002,0.0,0.998,40,6396.1,10551.5,5705.4,1007.1,8730.8,50657.9,0.0,0,0.0,1531.1,0,6023.2,10549.9
CHN_G0014,408750.0,1420750.0,80.159059,12.850481,13.06,0.31,0.786,300.0,0.0,0.813,0.173,80,5936.8,10860.9,5258.1,650.3,8230.9,50965.0,0.0,0,0.0,2031.0,0,5786.9,10666.7
CHN_G0015,409250.0,1420750.0,80.163667,12.850496,13.74,1.9,0.597,311.0,0.0,0.149,0.803,40,5484.7,10664.3,4821.1,291.4,7731.0,51275.2,0.0,0,0.0,2530.9,0,5585.5,10805.4
CHN_G0016,409750.0,1420750.0,80.168274,12.85051,11.82,2.6,0.61,315.0,0.057,0.0,0.943,40,5041.6,10364.9,4397.6,146.3,7231.1,51588.4,0.0,0,0.0,3030.9,0,5422.8,10965.2
CHN_G0017,410250.0,1420750.0,80.172882,12.850525,11.49,2.45,0.564,313.0,0.192,0.002,0.782,30,4610.1,10081.4,3991.9,277.1,6731.2,51904.5,0.0,0,0.0,3530.9,0,5302.4,11145.1
CHN_G0018,410750.0,1420750.0,80.17749,12.850539,8.53,1.92,0.732,312.0,0.003,0.0,0.997,30,4193.9,9803.7,3609.9,687.9,6231.3,52223.4,0.0,0,0.0,4030.9,0,5227.3,11344.2
CHN_G0019,411250.0,1420750.0,80.182097,12.850554,8.97,0.53,0.692,315.0,0.0,0.304,0.696,40,3797.9,9537.9,3259.9,1170.4,5731.3,52545.2,0.0,0,0.0,4028.0,0,5199.5,11561.6
CHN_G0020,411750.0,1420750.0,80.186705,12.850568,10.4,1.71,0.592,308.0,0.146,0.005,0.812,40,3429.3,9281.4,2953.5,1310.4,5231.4,52869.8,0.0,9,623.5,3964.3,0,5219.5,11796.1
CHN_G0021,412250.0,1420750.0,80.191312,12.850582,12.75,0.37,0.431,298.0,0.227,0.0,0.766,30,3097.7,9015.5,2705.4,1452.8,4731.5,53197.0,0.0,31,3049.2,3963.2,0,5287.0,12046.9
CHN_G0022,412750.0,1420750.0,80.19592,12.850596,13.19,3.43,0.38,293.0,0.197,0.0,0.803,30,2816.2,8769.7,2532.8,1480.7,4231.6,53527.0,0.0,53,11695.9,3705.1,0,5400.2,12312.8
CHN_G0023,413250.0,1420750.0,80.200528,12.85061,11.31,0.31,0.452,268.0,0.168,0.104,0.725,10,2599.2,8543.4,2451.8,1460.5,3731.7,53859.5,0.0,46,8408.8,3315.4,0,5556.2,12593.0
CHN_G0024,413750.0,1420750.0,80.205135,12.850624,4.46,0.08,0.774,238.0,0.086,0.822,0.09,80,2449.2,8341.0,2471.3,1465.8,3231.8,54194.7,0.0,18,2580.5,2959.1,0,5751.5,12886.5
CHN_G0025,414250.0,1420750.0,80.209743,12.850638,9.8,4.0,0.386,139.0,0.55,0.0,0.449,50,2363.6,8160.9,2589.1,1202.5,2731.8,54532.3,0.0,244,33939.9,2649.6,0,5760.0,13192.4
CHN_G0026,414750.0,1420750.0,80.21435,12.850652,4.66,0.57,0.681,324.0,0.486,0.0,0.514,50,1958.1,8007.4,2792.7,1074.9,2231.9,54872.5,0.0,165,34108.2,2405.1,0,5610.5,13509.9
CHN_G0027,415250.0,1420750.0,80.218958,12.850666,5.57,0.56,0.594,320.0,0.335,0.0,0.658,10,1606.8,7882.3,3004.5,621.0,1732.0,55215.1,0.0,55,5783.9,2246.9,0,5502.6,13838.2
CHN_G0028,415750.0,1420750.0,80.223566,12.85068,11.01,2.3,0.223,56.0,0.544,0.006,0.449,50,1352.5,7783.8,3237.1,213.6,1232.1,55560.0,0.0,55,46462.0,2193.8,0,5438.7,13961.1
CHN_G0029,416250.0,1420750.0,80.228173,12.850693,8.65,4.42,0.376,56.0,0.592,0.0,0.405,50,1255.6,7716.5,3525.7,192.6,732.2,55907.3,0.0,78,40682.9,2253.2,0,5420.3,13952.8
CHN_G0030,416750.0,1420750.0,80.232781,12.850707,1.85,1.03,0.805,139.0,0.048,0.254,0.567,10,1320.0,7679.6,3857.8,236.7,232.3,56256.9,0.0,10,970.5,2416.9,0,5447.9,13962.3
CHN_G0031,417250.0,1420750.0,80.237388,12.85072,2.54,0.65,0.745,139.0,0.226,0.031,0.729,30,1551.1,7672.5,4223.1,689.3,267.7,56589.0,0.0,80,12856.5,2665.6,0,5520.9,13989.7
CHN_G0032,417750.0,1420750.0,80.241996,12.850733,7.03,1.8,0.393,126.0,0.822,0.0,0.176,50,1879.1,7697.9,4613.7,1180.8,767.6,56898.4,0.0,388,59236.0,2978.2,0,5637.5,14034.9
CHN_G0033,418250.0,1420750.0,80.246604,12.850747,4.45,1.45,0.497,208.0,0.646,0.005,0.309,50,2084.1,7755.6,5023.8,1677.3,1267.5,57210.5,0.0,291,36149.0,3336.8,0,5794.9,14097.7
CHN_G0034,418750.0,1420750.0,80.251211,12.85076,0.0,0.0,0.744,208.0,0.0,0.988,0.0,80,2221.1,7844.7,5448.9,2175.4,1767.4,57525.2,0.0,0,0.0,3728.0,0,5990.1,14177.9
CHN_G0035,419250.0,1420750.0,80.255819,12.850773,0.0,0.0,0.686,208.0,0.0,1.0,0.0,80,2454.3,7959.9,5881.2,2674.2,2261.2,57842.5,0.0,0,0.0,4142.7,0,6219.5,14275.1
CHN_G0036,419750.0,1420750.0,80.260427,12.850786,0.0,0.0,0.612,208.0,0.0,1.0,0.0,80,2759.3,8103.8,6314.4,3173.4,2738.7,58162.4,0.0,0,0.0,4574.6,0,6479.4,14389.1
CHN_G0037,420250.0,1420750.0,80.265034,12.850799,0.0,0.0,0.582,208.0,0.0,1.0,0.0,80,3115.1,8275.5,6750.5,3672.9,3216.4,58484.8,0.0,0,0.0,5019.0,0,6766.3,14519.3
CHN_G0038,420750.0,1420750.0,80.269642,12.850812,0.0,0.0,0.582,208.0,0.0,1.0,0.0,80,3506.3,8473.2,7194.9,4172.4,3696.8,58809.7,0.0,0,0.0,5473.1,0,7077.0,14665.5
CHN_G0039,421250.0,1420750.0,80.27425,12.850825,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,3922.2,8673.7,7646.2,4672.1,4181.8,59137.1,0.0,0,0.0,5934.6,0,7408.4,14827.1
CHN_G0040,421750.0,1420750.0,80.278857,12.850837,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,4355.9,8880.0,8101.7,5171.8,4669.9,59466.8,0.0,0,0.0,6401.8,0,7757.9,15003.7
CHN_G0041,422250.0,1420750.0,80.283465,12.85085,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,4802.5,9109.1,8561.8,5671.5,5150.3,59799.0,0.0,0,0.0,6873.7,0,8123.1,15194.6
CHN_G0042,422750.0,1420750.0,80.288073,12.850862,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,5258.7,9359.4,9025.2,6171.3,5597.8,60133.4,0.0,0,0.0,7349.3,0,8502.1,15399.5
CHN_G0043,402250.0,1421250.0,80.099146,12.854803,30.86,0.11,0.843,302.0,0.12,0.0,0.88,10,12012.4,7819.8,11322.6,704.3,14728.2,46806.2,0.0,0,0.0,4029.0,0,7951.1,10511.8
CHN_G0044,402750.0,1421250.0,80.103753,12.854819,29.39,2.77,0.908,302.0,0.0,0.0,1.0,40,11521.5,7879.9,10830.4,392.8,14228.2,47074.8,0.0,0,0.0,3534.8,0,7870.8,10342.9
CHN_G0045,403250.0,1421250.0,80.108361,12.854834,27.35,0.19,0.985,295.0,0.0,0.0,1.0,40,11031.5,7971.0,10339.0,380.3,13728.3,47347.1,0.0,0,0.0,3042.6,0,7821.8,10195.8
CHN_G0046,403750.0,1421250.0,80.112968,12.85485,33.51,1.77,0.616,319.0,0.012,0.0,0.982,40,10542.5,8092.0,9848.4,506.6,13228.3,47623.1,0.0,0,0.0,2553.4,0,7804.6,10071.4
CHN_G0047,404250.0,1421250.0,80.117576,12.854866,28.94,0.91,0.852,42.0,0.522,0.0,0.402,50,10054.5,8241.6,9358.8,896.3,12728.4,47902.8,0.0,0,0.0,2069.4,0,7769.5,9970.5
CHN_G0048,404750.0,1421250.0,80.122184,12.854881,40.38,6.38,0.09,77.0,0.209,0.0,0.784,10,9567.8,8414.1,8870.3,845.5,12228.5,48186.0,0.0,0,0.0,1595.2,0,7659.9,9893.9
CHN_G0049,405250.0,1421250.0,80.126791,12.854896,37.02,6.1,0.24,334.0,0.001,0.0,0.999,10,9082.5,8597.8,8383.2,714.2,11728.5,48472.7,0.0,0,0.0,1143.2,0,7581.7,9842.1
CHN_G0050,405750.0,1421250.0,80.131399,12.854912,29.8,0.25,0.592,331.0,0.085,0.05,0.858,10,8598.9,8806.1,7897.7,833.4,11228.6,48762.8,0.0,0,0.0,754.6,2,7265.3,9815.6
CHN_G0051,406250.0,1421250.0,80.136006,12.854927,24.6,1.01,0.779,318.0,0.268,0.014,0.698,10,8117.2,9037.4,7414.2,669.8,10728.7,49056.4,0.0,0,0.0,560.2,3,6891.5,9814.5
CHN_G0052,406750.0,1421250.0,80.140614,12.854942,22.38,1.37,0.719,312.0,0.207,0.123,0.664,10,7637.8,9289.7,6933.0,273.2,10228.8,49353.2,0.0,0,0.0,397.8,3,6534.7,9838.8
CHN_G0053,407250.0,1421250.0,80.145221,12.854957,28.35,1.64,0.2,319.0,0.501,0.003,0.496,50,7161.2,9561.6,6454.6,400.3,9728.9,49653.3,0.0,0,0.0,709.1,2,6197.7,9888.4
CHN_G0054,407750.0,1421250.0,80.149829,12.854972,20.94,0.58,0.529,307.0,0.062,0.0,0.921,40,6686.2,9851.4,5979.8,838.4,9229.0,49956.6,0.0,0,0.0,1160.1,0,5883.9,9962.9
CHN_G0055,408250.0,1421250.0,80.154437,12.854987,16.01,0.37,0.704,293.0,0.005,0.104,0.875,30,6214.8,10157.6,5509.5,1305.3,8729.1,50263.1,0.0,0,0.0,1620.7,0,5597.3,10061.7
CHN_G0056,408750.0,1421250.0,80.159044,12.855002,14.99,0.39,0.628,281.0,0.048,0.212,0.728,30,5748.1,10478.6,5044.8,989.9,8229.3,50572.6,0.0,0,0.0,2099.3,0,5342.2,10184.1
CHN_G0057,409250.0,1421250.0,80.163652,12.855016,13.79,0.38,0.553,292.0,0.038,0.031,0.904,40,5281.7,10274.2,4587.6,684.6,7729.4,50885.2,0.0,0,0.0,2586.1,0,5123.3,10329.3
CHN_G0058,409750.0,1421250.0,80.16826,12.855031,14.32,0.53,0.418,315.0,0.422,0.001,0.575,50,4820.0,9963.1,4140.3,644.9,7229.6,51200.7,0.0,0,0.0,3077.1,0,4945.4,10496.3
CHN_G0059,410250.0,1421250.0,80.172867,12.855046,9.97,0.79,0.605,319.0,0.329,0.002,0.65,50,4366.6,9667.8,3706.5,736.7,6729.8,51519.2,0.0,0,0.0,3570.6,0,4813.2,10684.2
CHN_G0060,410750.0,1421250.0,80.177475,12.85506,8.19,0.85,0.69,313.0,0.138,0.007,0.852,40,3924.7,9389.1,3291.6,979.0,6230.0,51840.5,0.0,0,0.0,3678.0,0,4730.3,10891.7
CHN_G0061,411250.0,1421250.0,80.182083,12.855075,6.66,0.56,0.76,324.0,0.037,0.0,0.963,40,3498.4,9112.6,2903.5,863.2,5730.3,52164.7,0.0,0,0.0,3538.2,0,4699.5,11117.9
CHN_G0062,411750.0,1421250.0,80.18669,12.855089,8.21,1.2,0.649,310.0,0.19,0.0,0.808,40,3094.3,8853.7,2554.7,816.0,5230.7,52491.6,0.0,0,0.0,3465.6,0,4721.7,11361.6
CHN_G0063,412250.0,1421250.0,80.191298,12.855103,13.17,3.41,0.329,298.0,0.528,0.0,0.433,50,2722.2,8589.8,2263.3,1017.3,4731.1,52821.2,0.0,0,0.0,3464.3,0,4796.2,11621.7
CHN_G0064,412750.0,1421250.0,80.195906,12.855117,6.85,0.53,0.684,327.0,0.178,0.227,0.526,30,2397.0,8331.8,2053.9,995.6,4231.6,53153.5,0.0,57,3015.1,3432.8,0,4920.6,11897.2
CHN_G0065,413250.0,1421250.0,80.200513,12.855131,7.46,1.18,0.622,323.0,0.513,0.102,0.385,50,2140.4,8094.7,1953.0,961.9,3732.2,53488.4,0.0,63,9283.8,3008.0,0,5091.3,12186.9
CHN_G0066,413750.0,1421250.0,80.205121,12.855145,0.92,0.2,0.94,318.0,0.029,0.546,0.424,80,1962.8,7880.7,1977.5,1096.3,3233.0,53825.8,0.0,0,0.0,2610.0,0,5303.9,12490.0
CHN_G0067,414250.0,1421250.0,80.209729,12.855159,4.38,0.65,0.677,320.0,0.044,0.0,0.956,30,1896.2,7691.6,2122.8,778.1,2734.2,54165.8,0.0,0,0.0,2253.1,0,5292.2,12805.4
CHN_G0068,414750.0,1421250.0,80.214336,12.855173,3.76,0.52,0.71,323.0,0.033,0.0,0.967,30,1681.8,7528.5,2360.3,577.0,2235.8,54508.2,0.0,0,0.0,1959.8,0,5129.1,13132.3
CHN_G0069,415250.0,1421250.0,80.218944,12.855187,3.68,0.08,0.69,317.0,0.023,0.018,0.958,40,1255.4,7395.7,2554.1,447.5,1738.4,54853.1,0.0,0,0.0,1762.1,0,5010.8,13469.8
CHN_G0070,415750.0,1421250.0,80.223552,12.855201,5.52,3.58,0.537,329.0,0.098,0.045,0.857,10,907.5,7291.2,2824.0,70.8,1243.1,55200.3,0.0,0,0.0,1693.8,0,4940.6,13461.4
CHN_G0071,416250.0,1421250.0,80.228159,12.855214,7.49,2.25,0.425,329.0,0.164,0.016,0.816,10,755.7,7219.4,3150.7,307.3,749.8,55549.8,0.0,0,0.0,1770.1,0,4920.3,13452.8
CHN_G0072,416750.0,1421250.0,80.232767,12.855228,1.88,0.44,0.786,258.0,0.012,0.228,0.565,30,859.6,7180.2,3518.4,374.7,264.8,55887.2,0.0,0,0.0,1974.2,0,4950.8,13462.7
CHN_G0073,417250.0,1421250.0,80.237375,12.855241,2.07,1.31,0.758,258.0,0.187,0.102,0.708,30,1172.6,7172.6,3915.5,748.0,206.0,56196.0,0.0,0,0.0,2271.9,0,5030.9,13491.1
CHN_G0074,417750.0,1421250.0,80.241983,12.855254,10.67,3.58,0.166,303.0,0.425,0.0,0.574,10,1563.9,7199.8,4333.9,1216.0,680.2,56507.5,0.0,1,76.3,2631.7,0,5158.6,13538.0
CHN_G0075,418250.0,1421250.0,80.24659,12.855268,4.09,1.4,0.509,100.0,0.4,0.0,0.587,30,1592.8,7261.4,4765.4,1702.3,1158.0,56821.7,0.0,0,0.0,3031.5,0,5330.2,13603.0
CHN_G0076,418750.0,1421250.0,80.251198,12.855281,0.0,0.0,0.736,100.0,0.001,0.909,0.046,80,1768.4,7356.0,5199.3,2194.7,1635.9,57138.6,0.0,0,0.0,3457.5,0,5541.8,13686.1
CHN_G0077,419250.0,1421250.0,80.255806,12.855294,0.0,0.0,0.688,100.0,0.0,1.0,0.0,80,2053.6,7478.1,5633.0,2690.0,2120.6,57458.1,0.0,58,3900.8,3901.1,0,5789.0,13786.8
CHN_G0078,419750.0,1421250.0,80.260413,12.855307,0.0,0.0,0.615,103.0,0.0,1.0,0.0,80,2409.9,7631.1,6076.9,3186.7,2611.0,57780.1,0.0,47,3466.2,4356.9,0,6067.4,13904.8
CHN_G0079,420250.0,1421250.0,80.265021,12.85532,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,2810.3,7813.2,6528.9,3684.3,3102.4,58104.6,0.0,259,19512.7,4821.5,0,6372.8,14039.5
CHN_G0080,420750.0,1421250.0,80.269629,12.855333,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,3238.5,8022.3,6985.3,4182.5,3593.9,58431.7,0.0,6,239.5,5292.6,0,6701.8,14190.7
CHN_G0081,421250.0,1421250.0,80.274237,12.855346,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,3684.8,8215.3,7446.8,4681.1,4032.6,58761.1,0.0,18,3439.8,5768.5,0,7050.8,14357.6
CHN_G0082,421750.0,1421250.0,80.278844,12.855358,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,4143.4,8432.8,7912.2,5179.9,4480.1,59093.0,0.0,9,1156.7,6248.2,0,7417.2,14539.9
CHN_G0083,422250.0,1421250.0,80.283452,12.855371,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,4610.6,8673.8,8381.5,5679.0,4937.7,59427.2,0.0,16,1690.1,6730.8,0,7798.4,14736.8
CHN_G0084,422750.0,1421250.0,80.28806,12.855383,0.0,0.0,0.582,103.0,0.0,1.0,0.0,80,5084.1,8936.2,8854.1,6178.2,5402.8,59763.7,0.0,23,6592.1,7215.8,0,8192.4,14947.9
CHN_G0085,402250.0,1421750.0,80.09913,12.859324,33.9,2.09,0.668,306.0,0.158,0.0,0.84,10,11793.6,7321.9,11247.5,544.8,14743.5,46384.0,0.0,28,5082.9,3988.3,0,7460.9,10046.7
CHN_G0086,402750.0,1421750.0,80.103737,12.85934,37.12,3.04,0.394,299.0,0.232,0.0,0.768,10,11358.5,7386.1,10751.8,48.2,14244.1,46655.0,0.0,7,1128.6,3488.4,0,7375.3,9869.8
CHN_G0087,403250.0,1421750.0,80.108345,12.859355,30.92,0.87,0.654,297.0,0.29,0.0,0.71,10,10928.8,7483.2,10256.6,226.5,13744.7,46929.8,0.0,43,18676.3,2988.6,0,7323.0,9715.6
CHN_G0088,403750.0,1421750.0,80.112952,12.859371,25.18,0.08,0.962,307.0,0.0,0.0,1.0,40,10447.5,7611.9,9761.8,681.8,13245.4,47208.2,0.0,108,22111.5,2488.8,0,7304.6,9584.9
CHN_G0089,404250.0,1421750.0,80.11756,12.859386,26.98,1.63,0.812,264.0,0.364,0.0,0.629,10,9954.9,7770.8,9267.6,908.2,12746.1,47490.3,0.0,213,23248.3,1989.1,0,7286.4,9478.9
CHN_G0090,404750.0,1421750.0,80.122168,12.859402,31.83,0.96,0.431,63.0,0.63,0.0,0.359,50,9463.0,7946.0,8774.1,843.9,12246.9,47776.0,0.0,0,0.0,1489.6,0,7169.4,9398.3
CHN_G0091,405250.0,1421750.0,80.126775,12.859417,43.91,8.89,0.0,338.0,0.0,0.0,1.0,10,8972.0,8140.3,8281.4,1023.3,11747.7,48065.1,0.0,0,0.0,990.5,1,7085.8,9343.7
CHN_G0092,405750.0,1421750.0,80.131383,12.859433,30.29,1.86,0.399,324.0,0.388,0.0,0.61,10,8482.1,8360.1,7789.6,1138.2,11248.7,48357.7,0.0,0,0.0,493.5,1,6952.3,9315.8
CHN_G0093,406250.0,1421750.0,80.135991,12.859448,22.45,4.0,0.788,322.0,0.298,0.234,0.464,50,7993.5,8603.3,7298.9,674.8,10749.7,48653.7,0.0,0,0.0,76.8,2,6560.8,9314.6
CHN_G0094,406750.0,1421750.0,80.140599,12.859463,19.41,0.27,0.787,309.0,0.088,0.161,0.748,10,7506.3,8868.0,6809.5,266.6,10250.8,48953.0,0.0,0,0.0,518.0,2,6184.9,9340.3
CHN_G0095,407250.0,1421750.0,80.145206,12.859478,22.56,2.49,0.433,308.0,0.39,0.002,0.597,50,7021.0,9152.4,6321.8,236.0,9752.0,49255.5,0.0,0,0.0,1015.2,0,5827.7,9392.5
CHN_G0096,407750.0,1421750.0,80.149814,12.859493,17.55,0.63,0.619,305.0,0.272,0.13,0.55,50,6537.8,9454.8,5836.2,735.0,9253.4,49561.3,0.0,0,0.0,1408.4,0,5492.9,9470.9
CHN_G0097,408250.0,1421750.0,80.154422,12.859508,14.46,0.53,0.708,304.0,0.016,0.149,0.805,30,6057.3,9773.4,5353.3,1234.8,8754.9,49870.2,0.0,0,0.0,1824.3,0,5184.7,9574.8
CHN_G0098,408750.0,1421750.0,80.159029,12.859523,12.28,0.33,0.731,306.0,0.056,0.0,0.942,40,5580.1,10106.6,4873.7,1364.9,8256.6,50182.1,0.0,0,0.0,2274.4,0,4908.1,9703.3
CHN_G0099,409250.0,1421750.0,80.163637,12.859537,11.61,0.65,0.65,298.0,0.084,0.0,0.914,40,5105.1,9894.0,4398.8,1162.6,7758.5,50497.1,0.0,0,0.0,2733.2,0,4668.9,9855.6
CHN_G0100,409750.0,1421750.0,80.168245,12.859552,18.84,2.11,0.124,303.0,0.134,0.0,0.865,40,4634.6,9570.5,3930.1,1048.7,7260.7,50815.1,0.0,0,0.0,3201.7,0,4473.0,10030.5
CHN_G0101,410250.0,1421750.0,80.172852,12.859567,11.56,1.88,0.489,301.0,0.265,0.0,0.735,40,4169.2,9262.7,3470.1,913.4,6763.2,51136.0,0.0,0,0.0,3439.5,0,4326.4,10226.9
CHN_G0102,410750.0,1421750.0,80.17746,12.859581,8.33,1.14,0.657,309.0,0.146,0.0,0.853,40,3703.8,8972.3,3022.8,587.9,6266.1,51459.7,0.0,0,0.0,3212.7,0,4234.0,10443.6
CHN_G0103,411250.0,1421750.0,80.182068,12.859596,5.98,0.5,0.759,316.0,0.01,0.0,0.99,30,3248.6,8694.0,2594.9,371.7,5769.5,51786.2,0.0,0,0.0,3051.7,0,4199.5,10679.2
CHN_G0104,411750.0,1421750.0,80.186676,12.85961,8.98,1.09,0.549,330.0,0.093,0.069,0.838,40,2808.8,8423.5,2197.6,337.2,5273.6,52115.5,0.0,0,0.0,2967.2,0,4224.3,10932.7
CHN_G0105,412250.0,1421750.0,80.191283,12.859624,13.69,1.37,0.226,319.0,0.471,0.003,0.525,50,2392.7,8172.6,1850.8,582.0,4778.5,52447.5,0.0,0,0.0,2965.7,0,4307.4,11202.8
CHN_G0106,412750.0,1421750.0,80.195891,12.859638,5.18,3.77,0.708,319.0,0.13,0.026,0.815,30,2015.1,7901.0,1587.9,538.4,4284.5,52782.1,0.0,0,0.0,3047.4,0,4445.6,11488.3
CHN_G0107,413250.0,1421750.0,80.200499,12.859652,7.32,2.95,0.557,324.0,0.424,0.038,0.537,50,1701.8,7652.3,1455.1,466.4,3791.1,53119.3,0.0,0,0.0,2757.6,0,4633.8,11788.1
CHN_G0108,413750.0,1421750.0,80.205107,12.859666,4.1,0.28,0.695,318.0,0.001,0.033,0.965,30,1485.4,7425.6,1487.7,738.5,3299.3,53459.1,0.0,0,0.0,2317.0,0,4866.4,12101.2
CHN_G0109,414250.0,1421750.0,80.209714,12.85968,3.33,0.26,0.703,321.0,0.387,0.0,0.558,50,1396.2,7226.3,1676.1,398.3,2810.5,53801.4,0.0,0,0.0,1906.0,0,4830.9,12426.4
CHN_G0110,414750.0,1421750.0,80.214322,12.859694,3.55,0.16,0.692,327.0,0.107,0.0,0.893,40,1417.9,7052.5,1888.8,84.5,2326.0,54146.1,0.0,0,0.0,1548.2,0,4651.7,12763.0
CHN_G0111,415250.0,1421750.0,80.21893,12.859708,3.38,0.66,0.69,325.0,0.0,0.072,0.891,40,1034.5,6910.6,2125.9,46.4,1844.6,54493.3,0.0,0,0.0,1288.8,0,4520.9,12990.0
CHN_G0112,415750.0,1421750.0,80.223538,12.859722,3.41,0.8,0.654,280.0,0.214,0.041,0.733,30,563.7,6799.7,2443.7,196.5,1373.9,54842.8,0.0,0,0.0,1193.9,0,4442.9,12961.8
CHN_G0113,416250.0,1421750.0,80.228146,12.859735,7.61,2.37,0.405,43.0,0.626,0.0,0.374,50,255.7,6722.6,2814.9,300.8,900.5,55185.5,0.0,0,0.0,1299.8,0,4420.3,12952.8
CHN_G0114,416750.0,1421750.0,80.232753,12.859749,1.77,0.54,0.777,118.0,0.171,0.24,0.434,30,468.0,6680.9,3221.1,799.1,422.8,55493.7,0.0,0,0.0,1566.4,0,4454.2,12963.0
CHN_G0115,417250.0,1421750.0,80.237361,12.859762,1.61,0.11,0.773,316.0,0.013,0.179,0.776,30,916.8,6672.7,3650.7,1069.6,61.7,55804.7,0.0,0,0.0,1928.2,0,4543.2,12992.6
CHN_G0116,417750.0,1421750.0,80.241969,12.859775,7.79,0.39,0.333,298.0,0.364,0.0,0.631,50,1065.5,6701.9,4084.4,1436.3,553.1,56118.4,0.0,0,0.0,2341.4,0,4684.1,13041.2
CHN_G0117,418250.0,1421750.0,80.246577,12.859789,4.09,1.42,0.505,249.0,0.413,0.0,0.586,50,1109.5,6768.0,4515.8,1866.1,1044.5,56434.8,0.0,20,2957.3,2783.2,0,4872.5,13108.8
CHN_G0118,418750.0,1421750.0,80.251185,12.859802,0.0,0.0,0.731,249.0,0.061,0.819,0.082,80,1349.5,6868.2,4958.8,2324.1,1536.0,56753.8,0.0,26,3154.3,3242.0,0,5103.1,13194.9
CHN_G0119,419250.0,1421750.0,80.255792,12.859815,0.0,0.0,0.692,103.0,0.0,1.0,0.0,80,1706.2,6998.8,5411.4,2796.5,2027.4,57075.4,0.0,0,0.0,3711.4,0,5370.5,13299.4
