event_id,rainfall_mm,true_peak_m,pred_peak_m,peak_error_m,peak_pct_error,true_peak_y,true_peak_x,true_peak_timestep,pred_peak_y,pred_peak_x,pred_peak_timestep,distance_cells,distance_meters,timing_offset_min,patch_5x5_true_mean_m,patch_5x5_pred_mean_m,patch_5x5_mae_m,patch_11x11_true_mean_m,patch_11x11_pred_mean_m,patch_11x11_mae_m
storm_011,12.0,0.8804656267166138,0.8943241834640503,0.013858556747436523,1.57400315548003,127,127,0,127,127,23,0.0,0.0,115.0,0.6281722187995911,0.08954958617687225,0.5450984835624695,0.5032626986503601,0.07259159535169601,0.4363292455673218
storm_016,28.0,0.9553793668746948,1.0181492567062378,0.06276988983154297,6.570153387013193,125,127,23,127,127,23,2.0,156.25,0.0,0.643334150314331,0.6515718698501587,0.07619699835777283,0.5348186492919922,0.5498480796813965,0.05083193629980087
storm_007,60.0,1.9456852674484253,1.9601596593856812,0.01447439193725586,0.7439225747048802,30,45,23,8,32,20,25.553864678361276,1996.3956779969747,-15.0,0.18090984225273132,0.30737507343292236,0.2544316351413727,0.06751429289579391,0.10655421018600464,0.09185916185379028
storm_024,95.0,2.7399914264678955,1.8927172422409058,-0.8472741842269897,-30.922512240091393,30,45,23,8,32,21,25.553864678361276,1996.3956779969747,-10.0,0.2929189205169678,0.45226725935935974,0.3616340160369873,0.11046753078699112,0.16696196794509888,0.1347469687461853
storm_028,135.0,3.5487043857574463,2.771925449371338,-0.7767789363861084,-21.889085478736217,30,45,23,8,32,21,25.553864678361276,1996.3956779969747,-10.0,0.5009956955909729,0.5703307390213013,0.40518540143966675,0.16574372351169586,0.18091125786304474,0.1468336433172226
