event_id,rainfall_mm,true_peak_m,pred_peak_m,peak_error_m,true_peak_y,true_peak_x,true_peak_timestep,pred_peak_y,pred_peak_x,pred_peak_timestep,distance_cells,distance_meters,timing_offset_min,patch_5x5_true_mean_m,patch_5x5_pred_mean_m,patch_5x5_mae_m,patch_11x11_true_mean_m,patch_11x11_pred_mean_m,patch_11x11_mae_m,top_hotspot_y,top_hotspot_x,top_hotspot_err_m,top_hotspot_true_m,top_hotspot_pred_m,top_hotspot_dem_m
storm_011,12.0,4.402328014373779,4.471621036529541,0.06929302215576172,127,127,0,127,127,23,0.0,0.0,115.0,3.1408612728118896,0.44774794578552246,2.725492238998413,2.516313314437866,0.36295801401138306,2.1816461086273193,8,32,2.8770604133605957,0.6104284524917603,3.4874889850616455,4.381917953491211
storm_016,28.0,4.776896953582764,5.0907464027404785,0.31384944915771484,125,127,23,127,127,23,2.0,156.25,0.0,3.2166707515716553,3.257859468460083,0.38098499178886414,2.67409348487854,2.7492403984069824,0.25415968894958496,86,26,2.6552658081054688,3.316563129425049,0.6612972021102905,13.071311950683594
storm_007,60.0,9.728425979614258,9.800798416137695,0.0723724365234375,30,45,23,8,32,20,25.553864678361276,1996.3956779969747,-15.0,0.904549241065979,1.5368754863739014,1.272158145904541,0.3375714421272278,0.532771110534668,0.45929574966430664,69,20,7.600687026977539,9.619537353515625,2.018850088119507,12.33174991607666
storm_024,95.0,13.699956893920898,9.46358585357666,-4.236371040344238,30,45,23,8,32,21,25.553864678361276,1996.3956779969747,-10.0,1.4645946025848389,2.2613365650177,1.808170199394226,0.552337646484375,0.8348098993301392,0.6737347841262817,69,20,8.00948715209961,11.297338485717773,3.287850856781006,12.33174991607666
storm_028,135.0,17.74352264404297,13.859626770019531,-3.8838958740234375,30,45,23,8,32,21,25.553864678361276,1996.3956779969747,-10.0,2.504978656768799,2.851653814315796,2.0259270668029785,0.8287186622619629,0.904556155204773,0.7341682314872742,61,75,10.043600082397461,13.502860069274902,3.4592599868774414,9.743053436279297
