event_id,step,time_minutes,mae_m,rmse_m,actual_max_depth_m,pred_max_depth_m,actual_mean_depth_m,pred_mean_depth_m,actual_flooded_area_5cm_km2,pred_flooded_area_5cm_km2,actual_flooded_area_10cm_km2,pred_flooded_area_10cm_km2
storm_011,0,5.0,0.01700267381966114,0.09472434222698212,4.402328014373779,0.6758984923362732,0.0032624555751681328,0.01472407765686512,0.091552734375,8.0078125,0.091552734375,0.45166015625
storm_011,1,10.0,0.0261523574590683,0.08457960188388824,4.125823974609375,1.4035463333129883,0.0038131787441670895,0.025062989443540573,0.091552734375,16.741943359375,0.091552734375,2.825927734375
storm_011,2,15.0,0.02446773089468479,0.07688108086585999,4.333837985992432,1.8806090354919434,0.005024506710469723,0.024045448750257492,0.091552734375,16.119384765625,0.091552734375,3.839111328125
storm_011,3,20.0,0.02097773365676403,0.07277416437864304,4.198559284210205,1.9542044401168823,0.007256357930600643,0.02026948519051075,0.091552734375,13.262939453125,0.091552734375,2.960205078125
storm_011,4,25.0,0.023560695350170135,0.07102587819099426,4.259573459625244,2.121601104736328,0.010662848129868507,0.02345658652484417,0.091552734375,15.41748046875,0.091552734375,3.7353515625
storm_011,5,30.0,0.028567079454660416,0.07222092151641846,4.202808380126953,2.3672709465026855,0.014980979263782501,0.030171893537044525,0.091552734375,20.233154296875,0.091552734375,5.7373046875
storm_011,6,35.0,0.03459995985031128,0.07718893140554428,4.2114410400390625,2.491076707839966,0.01950705423951149,0.03937341645359993,0.091552734375,27.5634765625,0.091552734375,8.526611328125
storm_011,7,40.0,0.042623478919267654,0.08523403108119965,4.217282295227051,2.617433547973633,0.02343897894024849,0.05233979970216751,0.091552734375,37.994384765625,0.091552734375,13.28125
storm_011,8,45.0,0.05184909328818321,0.09731263667345047,4.183084487915039,2.7836992740631104,0.026268120855093002,0.06552880257368088,0.091552734375,46.35009765625,0.091552734375,19.183349609375
storm_011,9,50.0,0.05907922983169556,0.10871949046850204,4.2488908767700195,2.8651092052459717,0.027970625087618828,0.07480743527412415,0.091552734375,50.28076171875,0.091552734375,23.175048828125
storm_011,10,55.0,0.06372930109500885,0.11660902202129364,4.247803211212158,2.9136672019958496,0.028886964544653893,0.08092090487480164,0.09765625,52.197265625,0.091552734375,25.604248046875
storm_011,11,60.0,0.06832626461982727,0.12546369433403015,4.221520900726318,2.9988088607788086,0.029474522918462753,0.08558490872383118,0.762939453125,51.348876953125,0.091552734375,27.6123046875
storm_011,12,65.0,0.07050714641809464,0.13070160150527954,4.2577805519104,3.0455965995788574,0.030212361365556717,0.08709362894296646,2.587890625,50.054931640625,0.091552734375,28.155517578125
storm_011,13,70.0,0.07026705145835876,0.13074944913387299,4.225941181182861,3.0634846687316895,0.03155100345611572,0.0873001217842102,5.13916015625,50.469970703125,0.286865234375,27.99072265625
storm_011,14,75.0,0.07114717364311218,0.13213223218917847,4.2428297996521,3.147515058517456,0.03390715643763542,0.08974237740039825,8.148193359375,51.64794921875,1.0986328125,28.5888671875
storm_011,15,80.0,0.07354996353387833,0.1365361511707306,4.262787818908691,3.2736454010009766,0.03751736879348755,0.09418386220932007,11.773681640625,52.74658203125,3.167724609375,29.74853515625
storm_011,16,85.0,0.07844235002994537,0.1438710242509842,4.264843940734863,3.402623176574707,0.04225868731737137,0.10260510444641113,16.2109375,55.731201171875,5.450439453125,32.21435546875
storm_011,17,90.0,0.0863964632153511,0.15636813640594482,4.305953502655029,3.5639562606811523,0.04759065806865692,0.11505894362926483,20.819091796875,58.941650390625,7.77587890625,35.552978515625
storm_011,18,95.0,0.09380912780761719,0.16962896287441254,4.291022300720215,3.6948814392089844,0.0527186319231987,0.12523923814296722,23.7548828125,59.283447265625,9.466552734375,37.5732421875
storm_011,19,100.0,0.10114042460918427,0.1815287172794342,4.333870887756348,3.77937912940979,0.05693642795085907,0.1351189911365509,24.920654296875,59.783935546875,10.821533203125,39.697265625
storm_011,20,105.0,0.11681238561868668,0.2043360024690628,4.351811408996582,3.964512825012207,0.059904374182224274,0.15578344464302063,24.444580078125,64.129638671875,11.4501953125,44.683837890625
storm_011,21,110.0,0.13145855069160461,0.22635133564472198,4.3634562492370605,4.14961576461792,0.061690010130405426,0.17253290116786957,23.03466796875,65.777587890625,11.71875,48.309326171875
storm_011,22,115.0,0.12308944761753082,0.21543525159358978,4.396505832672119,4.154486656188965,0.06261054426431656,0.16111049056053162,21.35009765625,62.103271484375,11.480712890625,45.22705078125
storm_011,23,120.0,0.13416489958763123,0.2287231832742691,4.392097473144531,4.471621036529541,0.06301423907279968,0.17648807168006897,19.482421875,68.060302734375,11.236572265625,49.06005859375
storm_016,0,5.0,0.025403529405593872,0.09484492242336273,4.4053239822387695,0.7967023849487305,0.008652456104755402,0.02560875006020069,0.091552734375,17.0654296875,0.091552734375,1.35498046875
storm_016,1,10.0,0.0377044677734375,0.08646668493747711,4.137299537658691,1.662487506866455,0.014440820552408695,0.04487743228673935,0.091552734375,34.72900390625,0.091552734375,7.183837890625
storm_016,2,15.0,0.03677022457122803,0.08107074350118637,4.341573238372803,2.194709062576294,0.020234983414411545,0.04616808146238327,0.091552734375,34.31396484375,0.091552734375,9.50927734375
storm_016,3,20.0,0.03238120302557945,0.07577596604824066,4.2190022468566895,2.23818302154541,0.02602778747677803,0.04000130295753479,0.091552734375,28.7353515625,0.091552734375,7.92236328125
storm_016,4,25.0,0.03207506984472275,0.0728897675871849,4.286919116973877,2.3970112800598145,0.031725507229566574,0.04178546369075775,0.78125,29.91943359375,0.091552734375,8.734130859375
storm_016,5,30.0,0.033825360238552094,0.07234339416027069,4.224719047546387,2.643916368484497,0.03735630214214325,0.04531816765666008,11.97509765625,31.9580078125,0.6591796875,10.33935546875
storm_016,6,35.0,0.03617614880204201,0.07383468002080917,4.253550052642822,2.741603374481201,0.04349890723824501,0.050073377788066864,20.7763671875,34.893798828125,4.541015625,12.408447265625
storm_016,7,40.0,0.04104295372962952,0.07855115830898285,4.314493656158447,2.873884677886963,0.049408748745918274,0.0611698254942894,25.384521484375,42.926025390625,8.087158203125,16.8701171875
storm_016,8,45.0,0.04776666685938835,0.08703149855136871,4.283876895904541,3.043771982192993,0.05555933341383934,0.0741344466805458,28.173828125,49.761962890625,10.5224609375,22.37548828125
storm_016,9,50.0,0.05473354831337929,0.09698721766471863,4.350884914398193,3.1565916538238525,0.06165202334523201,0.08495263010263443,30.0048828125,54.19921875,12.493896484375,26.18408203125
storm_016,10,55.0,0.06236831843852997,0.10834820568561554,4.395764350891113,3.269491195678711,0.06739676743745804,0.09573370218276978,30.99365234375,58.87451171875,13.763427734375,29.827880859375
storm_016,11,60.0,0.0713447779417038,0.12244252115488052,4.407923698425293,3.42073392868042,0.07307665050029755,0.10671958327293396,31.591796875,61.395263671875,14.70947265625,33.392333984375
storm_016,12,65.0,0.07905058562755585,0.1351657509803772,4.480306148529053,3.506028413772583,0.07893529534339905,0.1147381067276001,32.31201171875,62.969970703125,15.673828125,35.72998046875
storm_016,13,70.0,0.08549095690250397,0.1454751342535019,4.4465413093566895,3.5222649574279785,0.08460453152656555,0.12072188407182693,32.70263671875,65.95458984375,16.30859375,37.579345703125
storm_016,14,75.0,0.09200254827737808,0.15604384243488312,4.499504089355469,3.547656297683716,0.0908021628856659,0.12682384252548218,33.642578125,69.158935546875,16.888427734375,39.68505859375
storm_016,15,80.0,0.09953166544437408,0.16919924318790436,4.534000873565674,3.605269432067871,0.09642808139324188,0.13313207030296326,33.673095703125,70.22705078125,17.315673828125,41.400146484375
